"","employee_id","gender","age","education","department","job_level","years_experience","salary","bonus","performance_rating","date_joined","location","tenure_years","attrition_flag","base_salary","variable_pay","total_compensation","employee_satisfaction","work_life_balance_score","training_hours","certifications_count","absences_last_year","hours_worked_per_week","salary_bucket","experience_bucket","hours_bin","wlb_bin"
"148","E0148","Female",29,"Masters","Finance",4,7,1996000,365300,3,2014-01-20,"Mumbai",11,"No",1715200,280800,2361300,5,5,61,3,6,39,"High","6–10","36–40","4–5"
"149","E0149","Female",26,"Bachelors","Operations",2,3,686000,35000,2,2016-03-23,"Bangalore",8.8,"No",516500,169500,721000,7,7,70,0,4,49,"Low","0–5","46–50","6–7"
"150","E0150","Male",32,"Bachelors","Marketing",3,10,1173000,169100,4,2012-12-10,"Mumbai",12.1,"No",997800,175200,1342100,4,7,22,3,5,43,"Medium","6–10","41–45","6–7"
"151","E0151","Male",25,"PhD","Sales",1,0,623000,21600,3,2011-01-26,"Mumbai",13.9,"No",504500,118500,644600,2,6,58,1,5,41,"Low","0–5","41–45","6–7"
"152","E0152","Male",29,"Masters","HR",4,3,1807000,292400,3,2022-07-14,"Mumbai",2.5,"No",1593800,213200,2099400,5,8,69,1,8,40,"High","0–5","36–40","8–10"
"153","E0153","Female",28,"Masters","Marketing",1,3,726000,49200,5,2011-05-19,"Chennai",13.6,"No",552700,173300,775200,9,1,35,2,6,41,"Low","0–5","41–45","1–3"
"154","E0154","Female",33,"PhD","IT",2,10,1077000,86600,3,2018-03-26,"Chennai",6.8,"Yes",914700,162300,1163600,8,8,38,0,5,43,"Medium","6–10","41–45","8–10"
"155","E0155","Female",24,"Masters","Sales",1,2,568000,34800,3,2015-04-14,"Mumbai",9.7,"No",491600,76400,602800,8,5,64,2,7,39,"Low","0–5","36–40","4–5"
"156","E0156","Female",27,"Bachelors","Sales",2,4,702000,75500,4,2012-12-15,"Bangalore",12.1,"No",610900,91100,777500,6,6,16,0,4,42,"Low","0–5","41–45","6–7"
"157","E0157","Male",30,"Bachelors","Finance",3,8,1440000,93100,2,2015-02-28,"Pune",9.8,"No",1120900,319100,1533100,7,6,44,0,6,42,"High","6–10","41–45","6–7"
"158","E0158","Female",27,"High School","R&D",2,3,1076000,112800,4,2023-03-06,"Bangalore",1.8,"No",845400,230600,1188800,7,3,39,4,2,41,"Medium","0–5","41–45","1–3"
"159","E0159","Female",32,"Masters","Sales",3,10,1410000,308800,5,2011-07-04,"Mumbai",13.5,"No",1228500,181500,1718800,7,5,53,1,2,51,"High","6–10","50+","4–5"
"160","E0160","Female",23,"Bachelors","Finance",1,0,508000,30600,3,2024-12-15,"Hyderabad",0,"No",416300,91700,538600,5,5,35,1,6,50,"Low","0–5","46–50","4–5"
"161","E0161","Male",29,"Bachelors","HR",2,7,919000,68400,2,2012-07-21,"Mumbai",12.5,"No",741700,177300,987400,4,5,35,2,3,41,"Medium","6–10","41–45","4–5"
"162","E0162","Female",28,"Bachelors","IT",3,6,1235000,197800,4,2018-08-05,"Mumbai",6.4,"No",1084600,150400,1432800,9,8,37,1,2,44,"Medium","6–10","41–45","8–10"
"163","E0163","Male",40,"Masters","Operations",4,16,2033000,555200,5,2012-03-15,"Mumbai",12.8,"No",1814200,218800,2588200,5,5,44,2,7,39,"High","11–20","36–40","4–5"
"164","E0164","Female",26,"Bachelors","Marketing",2,2,836000,119100,5,2024-10-16,"Pune",0.2,"No",652100,183900,955100,7,4,45,2,7,46,"Medium","0–5","46–50","4–5"
"165","E0165","Female",21,"Bachelors","Operations",2,0,713000,58600,3,2022-01-28,"Bangalore",2.9,"No",628600,84400,771600,9,7,30,1,4,41,"Low","0–5","41–45","6–7"
"166","E0166","Male",22,"Bachelors","HR",1,0,343000,16400,4,2012-05-14,"Mumbai",12.6,"No",265200,77800,359400,4,6,61,0,9,50,"Low","0–5","46–50","6–7"
"167","E0167","Male",24,"Masters","IT",1,0,672000,32700,3,2021-03-02,"Pune",3.8,"No",591400,80600,704700,7,9,22,2,4,40,"Low","0–5","36–40","8–10"
"168","E0168","Female",36,"Bachelors","HR",3,11,1161000,173300,4,2023-08-31,"Pune",1.3,"No",946700,214300,1334300,4,2,35,1,2,37,"Medium","11–20","36–40","1–3"
"169","E0169","Female",26,"Bachelors","Marketing",2,4,964000,49700,2,2015-02-26,"Pune",9.9,"No",840900,123100,1013700,6,5,40,2,6,42,"Medium","0–5","41–45","4–5"
"170","E0170","Female",21,"PhD","Finance",2,0,954000,103700,4,2024-04-18,"Hyderabad",0.7,"No",780100,173900,1057700,9,4,46,0,2,41,"Medium","0–5","41–45","4–5"
"171","E0171","Male",22,"Bachelors","IT",1,0,663000,29200,3,2014-07-28,"Mumbai",10.4,"No",577200,85800,692200,5,5,57,2,8,43,"Low","0–5","41–45","4–5"
"172","E0172","Female",21,"Bachelors","Finance",2,0,750000,73100,4,2013-10-21,"Chennai",11.2,"No",618900,131100,823100,4,8,22,0,6,37,"Low","0–5","36–40","8–10"
"173","E0173","Male",21,"Masters","IT",2,0,1060000,69400,3,2022-10-02,"Mumbai",2.3,"No",896100,163900,1129400,8,6,39,0,3,42,"Medium","0–5","41–45","6–7"
"174","E0174","Male",29,"PhD","Finance",4,3,2157000,275500,2,2022-01-16,"Mumbai",3,"No",1938000,219000,2432500,7,3,44,2,4,45,"High","0–5","41–45","1–3"
"175","E0175","Male",26,"Bachelors","R&D",3,0,1172000,245500,5,2016-12-26,"Pune",8,"No",975100,196900,1417500,9,8,18,2,5,42,"Medium","0–5","41–45","8–10"
"176","E0176","Male",32,"Masters","IT",2,8,1054000,90300,3,2017-12-31,"Delhi",7,"No",801000,253000,1144300,7,5,45,0,6,38,"Medium","6–10","36–40","4–5"
"177","E0177","Female",34,"Masters","Sales",5,11,2848000,959500,4,2024-06-25,"Mumbai",0.5,"No",2512800,335200,3807500,4,7,35,2,6,45,"High","11–20","41–45","6–7"
"178","E0178","Male",24,"Bachelors","R&D",2,2,940000,30400,2,2014-01-15,"Mumbai",11,"No",730300,209700,970400,10,7,53,1,6,40,"Medium","0–5","36–40","6–7"
"179","E0179","Male",23,"Bachelors","IT",1,0,544000,35500,4,2023-01-25,"Mumbai",1.9,"No",478700,65300,579500,8,6,68,1,9,40,"Low","0–5","36–40","6–7"
"180","E0180","Male",38,"Masters","Marketing",4,15,2061000,343500,3,2019-12-06,"Mumbai",5.1,"No",1609200,451800,2404500,4,6,37,2,4,34,"High","11–20","<=35","6–7"
"181","E0181","Male",23,"Bachelors","HR",2,1,651000,71700,4,2021-03-22,"Chennai",3.8,"No",563900,87100,722700,7,7,20,2,7,51,"Low","0–5","50+","6–7"
"182","E0182","Female",30,"Bachelors","Operations",4,8,1935000,454300,4,2012-12-26,"Delhi",12,"No",1720000,215000,2389300,6,8,25,1,2,40,"High","6–10","36–40","8–10"
"183","E0183","Male",21,"Masters","IT",1,0,688000,27000,3,2020-12-14,"Bangalore",4.1,"No",601800,86200,715000,9,8,41,1,6,49,"Low","0–5","46–50","8–10"
"184","E0184","Female",24,"High School","Finance",3,2,972000,78000,2,2017-07-13,"Chennai",7.5,"No",859400,112600,1050000,9,4,41,2,7,40,"Medium","0–5","36–40","4–5"
"185","E0185","Male",35,"High School","Marketing",3,8,1148000,153900,3,2024-03-31,"Mumbai",0.8,"No",975700,172300,1301900,7,8,29,5,4,34,"Medium","6–10","<=35","8–10"
"186","E0186","Male",21,"Bachelors","IT",1,0,510000,22700,3,2013-11-23,"Pune",11.1,"No",395900,114100,532700,2,5,66,0,3,40,"Low","0–5","36–40","4–5"
"187","E0187","Female",23,"Bachelors","R&D",2,1,999000,86700,4,2018-09-28,"Pune",6.3,"No",758400,240600,1085700,6,5,39,2,2,52,"Medium","0–5","50+","4–5"
"188","E0188","Male",23,"High School","Marketing",3,1,907000,151400,4,2014-04-28,"Mumbai",10.7,"No",699700,207300,1058400,5,6,42,1,6,37,"Medium","0–5","36–40","6–7"
"189","E0189","Male",21,"Masters","Sales",1,0,305000,23400,4,2012-01-02,"Pune",13,"No",243300,61700,328400,8,3,32,0,3,42,"Low","0–5","41–45","1–3"
"190","E0190","Male",22,"Masters","Marketing",1,0,586000,34500,4,2018-01-18,"Delhi",7,"Yes",472100,113900,620500,8,4,38,0,5,43,"Low","0–5","41–45","4–5"
"191","E0191","Female",30,"Bachelors","Operations",1,7,668000,44400,3,2023-05-20,"Mumbai",1.6,"No",526000,142000,712400,5,8,26,2,10,42,"Low","6–10","41–45","8–10"
"192","E0192","Female",30,"Masters","IT",1,8,824000,52200,4,2011-02-28,"Bangalore",13.9,"No",620900,203100,876200,8,7,52,3,1,40,"Medium","6–10","36–40","6–7"
"193","E0193","Other",27,"Bachelors","Operations",3,2,1292000,138600,3,2019-09-09,"Mumbai",5.3,"No",1115000,177000,1430600,8,5,52,2,5,50,"High","0–5","46–50","4–5"
"194","E0194","Male",31,"High School","HR",4,8,1828000,323400,3,2023-12-28,"Delhi",1,"No",1559900,268100,2151400,7,5,35,2,1,48,"High","6–10","46–50","4–5"
"195","E0195","Male",35,"Bachelors","R&D",5,13,2833000,1211200,5,2013-11-16,"Pune",11.1,"No",2136400,696600,4044200,10,7,22,1,3,48,"High","11–20","46–50","6–7"
"196","E0196","Female",26,"Bachelors","Marketing",1,0,542000,30100,3,2015-07-06,"Mumbai",9.5,"No",444600,97400,572100,5,3,37,0,2,41,"Low","0–5","41–45","1–3"
"197","E0197","Female",21,"High School","Marketing",2,0,559000,60300,4,2010-11-26,"Delhi",14.1,"No",477600,81400,619300,6,5,33,1,5,39,"Low","0–5","36–40","4–5"
"198","E0198","Male",31,"Bachelors","Operations",3,8,1353000,292700,5,2020-06-01,"Chennai",4.6,"No",1023500,329500,1645700,9,5,49,2,7,46,"High","6–10","46–50","4–5"
"199","E0199","Female",21,"PhD","Finance",1,0,869000,58500,4,2014-02-12,"Bangalore",10.9,"No",745200,123800,927500,6,5,50,0,3,43,"Medium","0–5","41–45","4–5"
"200","E0200","Male",22,"Bachelors","IT",2,0,794000,67600,3,2018-03-05,"Bangalore",6.8,"Yes",643900,150100,861600,5,4,43,2,3,61,"Medium","0–5","50+","4–5"
"201","E0201","Female",21,"High School","R&D",3,0,1328000,125200,2,2023-06-18,"Pune",1.5,"No",1146400,181600,1453200,6,7,34,0,6,43,"High","0–5","41–45","6–7"
"202","E0202","Other",29,"High School","Marketing",3,6,1088000,89600,2,2014-12-02,"Mumbai",10.1,"No",894700,193300,1177600,5,7,49,2,3,42,"Medium","6–10","41–45","6–7"
"203","E0203","Male",21,"Masters","Marketing",1,0,651000,17600,2,2018-06-13,"Delhi",6.6,"Yes",493700,157300,668600,6,7,37,6,4,43,"Low","0–5","41–45","6–7"
"204","E0204","Male",30,"Masters","IT",3,8,1143000,175100,4,2014-08-08,"Bangalore",10.4,"Yes",994200,148800,1318100,6,5,58,4,3,37,"Medium","6–10","36–40","4–5"
"205","E0205","Female",26,"Masters","IT",3,4,1234000,131600,3,2019-07-12,"Delhi",5.5,"No",1084700,149300,1365600,8,5,18,1,2,47,"Medium","0–5","46–50","4–5"
"206","E0206","Male",30,"PhD","Operations",3,6,1458000,175700,3,2018-03-05,"Bangalore",6.8,"Yes",1198100,259900,1633700,9,6,28,0,0,45,"High","6–10","41–45","6–7"
"207","E0207","Female",28,"Bachelors","IT",2,5,814000,114800,5,2022-09-02,"Pune",2.3,"No",614200,199800,928800,3,8,29,2,3,43,"Medium","0–5","41–45","8–10"
"208","E0208","Female",21,"Bachelors","Marketing",1,0,250000,9900,3,2018-11-06,"Chennai",6.2,"No",196400,53600,259900,8,9,19,1,7,35,"Low","0–5","<=35","8–10"
"209","E0209","Female",21,"High School","Operations",2,0,550000,39200,3,2010-04-20,"Delhi",14.7,"No",422000,128000,589200,9,5,37,1,4,45,"Low","0–5","41–45","4–5"
"210","E0210","Female",21,"Masters","Sales",1,0,744000,29000,3,2023-10-25,"Mumbai",1.2,"No",587100,156900,773000,6,7,38,2,6,45,"Low","0–5","41–45","6–7"
"211","E0211","Male",27,"Bachelors","Finance",3,3,1050000,125600,3,2014-11-14,"Mumbai",10.1,"No",827700,222300,1175600,7,8,30,0,4,47,"Medium","0–5","46–50","8–10"
"212","E0212","Female",21,"PhD","Operations",2,0,970000,114600,4,2013-05-29,"Chennai",11.6,"No",860200,109800,1084600,6,6,46,1,4,43,"Medium","0–5","41–45","6–7"
"213","E0213","Female",34,"Bachelors","IT",5,12,2821000,899000,4,2012-12-23,"Pune",12,"No",2177800,643200,3720000,4,8,68,0,4,36,"High","11–20","36–40","8–10"
"214","E0214","Male",21,"Masters","IT",1,0,652000,28500,3,2021-10-29,"Bangalore",3.2,"Yes",526200,125800,680500,10,7,46,1,2,45,"Low","0–5","41–45","6–7"
"215","E0215","Female",33,"Bachelors","Operations",4,11,1844000,431000,4,2021-04-08,"Pune",3.7,"No",1453200,390800,2275000,6,8,45,0,4,43,"High","11–20","41–45","8–10"
"216","E0216","Male",32,"High School","IT",3,10,1284000,249400,5,2020-05-06,"Bangalore",4.7,"No",1081900,202100,1533400,7,9,67,1,7,40,"High","6–10","36–40","8–10"
"217","E0217","Female",44,"Bachelors","IT",5,22,3015000,558200,2,2019-09-21,"Bangalore",5.3,"No",2573700,441300,3573200,5,8,40,1,1,41,"High","20+","41–45","8–10"
"218","E0218","Female",32,"High School","Operations",3,8,909000,139100,4,2018-04-06,"Mumbai",6.7,"No",771400,137600,1048100,1,5,45,2,5,38,"Medium","6–10","36–40","4–5"
"219","E0219","Male",41,"Bachelors","Operations",4,17,1955000,268400,2,2020-04-05,"Bangalore",4.7,"No",1485000,470000,2223400,7,9,46,1,3,43,"High","11–20","41–45","8–10"
"220","E0220","Male",23,"PhD","Sales",2,1,980000,84700,3,2022-12-19,"Pune",2,"No",833700,146300,1064700,8,6,10,0,5,46,"Medium","0–5","46–50","6–7"
"221","E0221","Female",41,"Bachelors","Sales",4,18,2019000,379500,3,2012-04-06,"Pune",12.7,"Yes",1644300,374700,2398500,8,6,58,2,2,35,"High","11–20","<=35","6–7"
"222","E0222","Other",29,"Masters","Operations",2,7,1069000,69700,3,2018-09-27,"Pune",6.3,"No",812400,256600,1138700,3,6,51,1,6,39,"Medium","6–10","36–40","6–7"
"223","E0223","Male",28,"Bachelors","R&D",4,4,1914000,312400,3,2011-09-09,"Mumbai",13.3,"No",1544500,369500,2226400,4,6,49,1,3,42,"High","0–5","41–45","6–7"
"224","E0224","Male",24,"High School","IT",1,2,562000,28400,3,2020-09-06,"Mumbai",4.3,"No",485100,76900,590400,6,7,13,1,4,39,"Low","0–5","36–40","6–7"
"225","E0225","Female",21,"PhD","HR",1,0,479000,22200,3,2011-11-23,"Mumbai",13.1,"No",408900,70100,501200,8,9,44,4,5,46,"Low","0–5","46–50","8–10"
"226","E0226","Female",27,"Bachelors","IT",1,4,622000,38300,4,2020-02-11,"Pune",4.9,"Yes",548800,73200,660300,6,7,21,1,5,34,"Low","0–5","<=35","6–7"
"227","E0227","Female",23,"Masters","IT",2,1,728000,40000,2,2024-06-30,"Bangalore",0.5,"No",559900,168100,768000,5,7,46,1,6,37,"Low","0–5","36–40","6–7"
"228","E0228","Male",21,"Bachelors","Sales",1,0,690000,45500,3,2018-04-24,"Pune",6.7,"No",618900,71100,735500,6,5,27,3,4,41,"Low","0–5","41–45","4–5"
"229","E0229","Male",23,"High School","R&D",2,1,772000,58200,3,2023-01-01,"Hyderabad",2,"No",675500,96500,830200,9,10,34,2,10,44,"Low","0–5","41–45","8–10"
"230","E0230","Male",21,"Masters","IT",1,0,692000,40700,4,2018-10-26,"Pune",6.2,"No",528700,163300,732700,7,7,19,0,6,40,"Low","0–5","36–40","6–7"
"231","E0231","Male",35,"Bachelors","Marketing",2,13,928000,111600,4,2020-08-04,"Mumbai",4.4,"No",801500,126500,1039600,7,6,33,0,3,51,"Medium","11–20","50+","6–7"
"232","E0232","Female",35,"Bachelors","R&D",3,13,1288000,203800,4,2018-08-06,"Bangalore",6.4,"No",990500,297500,1491800,1,7,17,1,5,41,"High","11–20","41–45","6–7"
"233","E0233","Male",33,"Bachelors","Finance",3,11,1371000,283000,5,2012-09-26,"Pune",12.3,"No",1064300,306700,1654000,7,6,28,0,5,40,"High","11–20","36–40","6–7"
"234","E0234","Female",30,"Masters","Operations",3,8,1191000,127500,3,2021-06-16,"Hyderabad",3.5,"No",1013000,178000,1318500,5,5,35,0,5,49,"Medium","6–10","46–50","4–5"
"235","E0235","Female",38,"Bachelors","Sales",4,14,1965000,368400,3,2020-01-13,"Bangalore",5,"No",1480500,484500,2333400,7,7,35,1,4,44,"High","11–20","41–45","6–7"
"236","E0236","Female",33,"Bachelors","Finance",3,6,1166000,153500,3,2015-11-27,"Pune",9.1,"No",928100,237900,1319500,9,9,48,0,5,37,"Medium","6–10","36–40","8–10"
"237","E0237","Female",42,"Bachelors","HR",4,17,1823000,242700,2,2023-11-03,"Pune",1.2,"No",1409600,413400,2065700,8,7,29,1,4,34,"High","11–20","<=35","6–7"
"238","E0238","Male",26,"Masters","Sales",1,4,660000,35300,4,2020-05-23,"Mumbai",4.6,"No",583600,76400,695300,8,7,49,1,3,33,"Low","0–5","<=35","6–7"
"239","E0239","Female",29,"PhD","IT",3,7,1599000,215100,3,2021-10-04,"Bangalore",3.2,"No",1287700,311300,1814100,4,6,44,0,3,45,"High","6–10","41–45","6–7"
"240","E0240","Male",21,"Bachelors","HR",1,0,370000,22900,4,2013-07-06,"Pune",11.5,"No",281100,88900,392900,8,4,37,1,5,36,"Low","0–5","36–40","4–5"
"241","E0241","Male",24,"Bachelors","Sales",2,0,612000,45500,2,2019-08-20,"Pune",5.4,"No",498200,113800,657500,4,6,59,0,3,40,"Low","0–5","36–40","6–7"
"242","E0242","Male",21,"Bachelors","Operations",1,0,473000,25800,3,2018-05-01,"Chennai",6.7,"No",400500,72500,498800,10,6,59,0,6,39,"Low","0–5","36–40","6–7"
"243","E0243","Female",37,"Masters","IT",5,15,3019000,993700,4,2019-03-11,"Mumbai",5.8,"No",2677800,341200,4012700,7,7,35,3,3,49,"High","11–20","46–50","6–7"
"244","E0244","Male",40,"Bachelors","HR",4,18,2035000,517000,4,2017-05-13,"Mumbai",7.6,"No",1724800,310200,2552000,4,7,51,1,5,42,"High","11–20","41–45","6–7"
"245","E0245","Female",21,"High School","HR",1,0,274000,17000,3,2012-01-05,"Delhi",13,"No",214200,59800,291000,10,10,33,3,2,28,"Low","0–5","<=35","8–10"
"246","E0246","Male",30,"Bachelors","R&D",4,8,1955000,466500,4,2024-03-24,"Mumbai",0.8,"No",1704300,250700,2421500,3,5,48,1,2,46,"High","6–10","46–50","4–5"
"247","E0247","Female",33,"Masters","Finance",4,9,2257000,266600,2,2020-02-11,"Chennai",4.9,"No",1946100,310900,2523600,10,6,38,2,4,43,"High","6–10","41–45","6–7"
"248","E0248","Other",21,"Bachelors","Marketing",1,0,276000,25900,5,2011-07-07,"Mumbai",13.5,"No",240800,35200,301900,6,8,41,0,3,41,"Low","0–5","41–45","8–10"
"249","E0249","Other",38,"Bachelors","Sales",3,13,1333000,122200,2,2024-09-23,"Chennai",0.3,"No",1116000,217000,1455200,4,4,31,1,5,41,"High","11–20","41–45","4–5"
"250","E0250","Male",21,"Masters","Sales",1,0,599000,35900,4,2021-02-08,"Chennai",3.9,"No",498200,100800,634900,7,4,22,0,3,46,"Low","0–5","46–50","4–5"
"251","E0251","Female",24,"High School","HR",3,2,976000,115000,3,2014-02-20,"Chennai",10.9,"No",782800,193200,1091000,3,6,46,0,4,45,"Medium","0–5","41–45","6–7"
"252","E0252","Female",22,"Masters","HR",2,0,665000,51400,3,2020-01-08,"Pune",5,"No",503600,161400,716400,8,6,32,2,6,41,"Low","0–5","41–45","6–7"
"253","E0253","Male",26,"Masters","Finance",1,1,440000,21400,4,2016-12-31,"Pune",8,"No",346200,93800,461400,6,8,25,0,7,42,"Low","0–5","41–45","8–10"
"254","E0254","Female",39,"Bachelors","Marketing",3,17,1165000,105800,2,2021-04-23,"Hyderabad",3.7,"No",983700,181300,1270800,2,9,28,0,5,41,"Medium","11–20","41–45","8–10"
"255","E0255","Male",37,"Bachelors","Sales",5,14,2778000,236400,1,2023-03-28,"Pune",1.8,"No",2098000,680000,3014400,8,6,42,1,8,41,"High","11–20","41–45","6–7"
"256","E0256","Male",27,"High School","Sales",2,3,845000,70500,3,2024-11-22,"Hyderabad",0.1,"No",715800,129200,915500,7,9,38,2,3,45,"Medium","0–5","41–45","8–10"
"257","E0257","Female",25,"Bachelors","Operations",3,0,1106000,115600,3,2022-12-28,"Bangalore",2,"No",840500,265500,1221600,4,5,22,3,10,42,"Medium","0–5","41–45","4–5"
"258","E0258","Female",41,"Bachelors","Sales",4,19,2170000,294200,2,2012-03-18,"Bangalore",12.8,"No",1638000,532000,2464200,2,5,21,1,6,46,"High","11–20","46–50","4–5"
"259","E0259","Female",38,"PhD","IT",4,11,2143000,519100,4,2023-05-19,"Delhi",1.6,"No",1816900,326100,2662100,5,3,52,0,5,49,"High","11–20","46–50","1–3"
"260","E0260","Male",21,"Masters","HR",3,0,1219000,271500,5,2018-02-02,"Pune",6.9,"Yes",1073200,145800,1490500,8,8,52,1,5,44,"Medium","0–5","41–45","8–10"
"261","E0261","Male",23,"Bachelors","Marketing",2,1,710000,88100,5,2013-09-07,"Pune",11.3,"No",634900,75100,798100,10,5,36,2,5,41,"Low","0–5","41–45","4–5"
"262","E0262","Male",25,"Masters","R&D",2,0,994000,89000,3,2019-04-08,"Pune",5.7,"No",826500,167500,1083000,7,9,9,0,4,40,"Medium","0–5","36–40","8–10"
"263","E0263","Male",24,"Bachelors","Finance",3,2,1205000,142000,3,2015-07-06,"Pune",9.5,"No",1034900,170100,1347000,7,9,27,2,4,42,"Medium","0–5","41–45","8–10"
"264","E0264","Male",21,"Bachelors","IT",1,0,643000,23900,2,2023-08-26,"Delhi",1.4,"No",495000,148000,666900,7,8,43,1,4,44,"Low","0–5","41–45","8–10"
"265","E0265","Male",21,"Masters","Marketing",2,0,779000,21700,1,2016-11-18,"Pune",8.1,"Yes",649400,129600,800700,10,5,55,0,4,42,"Low","0–5","41–45","4–5"
"266","E0266","Male",40,"Bachelors","IT",5,18,3086000,784300,3,2014-02-22,"Chennai",10.9,"Yes",2595800,490200,3870300,5,5,54,1,1,42,"High","11–20","41–45","4–5"
"267","E0267","Female",36,"Masters","IT",4,14,2169000,366300,3,2024-06-20,"Hyderabad",0.5,"No",1631200,537800,2535300,7,7,48,3,5,38,"High","11–20","36–40","6–7"
"268","E0268","Female",30,"PhD","R&D",2,5,1174000,83300,3,2016-04-02,"Pune",8.8,"No",1026800,147200,1257300,6,6,19,3,10,46,"Medium","0–5","46–50","6–7"
"269","E0269","Female",32,"Bachelors","IT",3,8,1306000,167400,3,2023-03-01,"Mumbai",1.8,"No",1146500,159500,1473400,6,6,50,2,3,45,"High","6–10","41–45","6–7"
"270","E0270","Male",38,"PhD","Sales",3,16,1437000,131000,3,2012-09-25,"Hyderabad",12.3,"No",1233000,204000,1568000,7,7,59,2,3,45,"High","11–20","41–45","6–7"
"271","E0271","Male",28,"Bachelors","Sales",3,5,1097000,168100,4,2023-04-17,"Pune",1.7,"Yes",917200,179800,1265100,7,9,40,3,3,32,"Medium","0–5","<=35","8–10"
"272","E0272","Female",21,"Masters","Sales",3,0,1168000,177000,4,2012-11-13,"Chennai",12.1,"No",936000,232000,1345000,8,4,11,1,4,44,"Medium","0–5","41–45","4–5"
"273","E0273","Female",34,"Masters","Sales",4,11,2077000,651100,5,2022-09-23,"Bangalore",2.3,"No",1654300,422700,2728100,6,4,31,2,2,38,"High","11–20","36–40","4–5"
"274","E0274","Female",29,"Masters","IT",2,7,1100000,92700,3,2019-12-13,"Pune",5.1,"No",988500,111500,1192700,10,7,42,4,3,37,"Medium","6–10","36–40","6–7"
"275","E0275","Male",32,"High School","HR",4,8,1623000,94900,1,2020-07-05,"Mumbai",4.5,"No",1410600,212400,1717900,5,8,25,1,3,47,"High","6–10","46–50","8–10"
"276","E0276","Male",41,"Masters","HR",4,19,1978000,385400,3,2012-04-04,"Mumbai",12.8,"Yes",1609900,368100,2363400,8,8,73,0,5,41,"High","11–20","41–45","8–10"
"277","E0277","Other",31,"Masters","HR",2,7,1063000,121800,4,2010-11-13,"Delhi",14.1,"Yes",936900,126100,1184800,9,5,37,2,4,45,"Medium","6–10","41–45","4–5"
"278","E0278","Female",29,"Masters","Finance",2,7,785000,36400,1,2010-02-19,"Pune",14.9,"No",663000,122000,821400,10,3,23,1,5,44,"Medium","6–10","41–45","1–3"
"279","E0279","Female",22,"Bachelors","Finance",1,0,522000,13200,2,2019-05-09,"Mumbai",5.7,"No",425500,96500,535200,4,5,27,1,6,37,"Low","0–5","36–40","4–5"
"280","E0280","Male",27,"Bachelors","IT",3,2,1263000,221100,4,2013-12-21,"Mumbai",11,"No",1076700,186300,1484100,8,5,12,1,3,46,"Medium","0–5","46–50","4–5"
"281","E0281","Male",25,"Bachelors","Sales",2,3,685000,63100,3,2016-08-30,"Chennai",8.3,"Yes",577400,107600,748100,8,1,45,2,2,48,"Low","0–5","46–50","1–3"
"282","E0282","Female",28,"High School","R&D",2,6,725000,83800,4,2024-06-28,"Delhi",0.5,"No",633800,91200,808800,4,4,43,2,3,45,"Low","6–10","41–45","4–5"
"283","E0283","Female",35,"Masters","Sales",3,13,1348000,194000,4,2020-12-03,"Mumbai",4.1,"Yes",1151800,196200,1542000,7,9,47,1,2,35,"High","11–20","<=35","8–10"
"284","E0284","Female",21,"High School","Finance",1,0,773000,49700,4,2014-12-03,"Delhi",10.1,"No",672700,100300,822700,8,3,35,2,1,42,"Low","0–5","41–45","1–3"
"285","E0285","Female",30,"Masters","Finance",4,8,1957000,355900,3,2018-05-16,"Mumbai",6.6,"Yes",1688700,268300,2312900,10,5,15,3,3,49,"High","6–10","46–50","4–5"
"286","E0286","Female",42,"Bachelors","IT",3,20,1473000,280300,5,2012-03-20,"Bangalore",12.8,"No",1213500,259500,1753300,4,8,16,1,7,31,"High","11–20","<=35","8–10"
"287","E0287","Female",37,"Masters","Operations",4,13,2017000,359000,3,2020-12-09,"Mumbai",4.1,"No",1752800,264200,2376000,5,6,24,1,4,41,"High","11–20","41–45","6–7"
"288","E0288","Female",21,"Masters","IT",2,0,760000,84900,4,2019-04-10,"Bangalore",5.7,"No",621000,139000,844900,7,8,18,1,3,44,"Low","0–5","41–45","8–10"
"289","E0289","Female",39,"Bachelors","Operations",4,16,2030000,627600,5,2014-06-09,"Bangalore",10.6,"No",1772400,257600,2657600,8,8,79,0,7,40,"High","11–20","36–40","8–10"
"290","E0290","Male",26,"Masters","Operations",2,1,901000,52600,2,2021-02-28,"Bangalore",3.8,"No",694700,206300,953600,5,3,47,0,3,48,"Medium","0–5","46–50","1–3"
"291","E0291","Female",30,"High School","Sales",2,8,728000,86200,4,2022-05-23,"Pune",2.6,"No",591000,137000,814200,8,9,63,1,6,52,"Low","6–10","50+","8–10"
"292","E0292","Female",26,"Masters","HR",2,4,817000,78800,4,2014-11-24,"Pune",10.1,"No",693800,123200,895800,10,6,24,3,5,40,"Medium","0–5","36–40","6–7"
"293","E0293","Female",26,"Bachelors","IT",2,0,739000,82700,4,2021-03-30,"Pune",3.8,"No",642800,96200,821700,9,8,34,2,6,40,"Low","0–5","36–40","8–10"
"294","E0294","Male",26,"High School","Finance",2,4,843000,76400,3,2018-08-13,"Mumbai",6.4,"No",728600,114400,919400,7,4,26,1,3,41,"Medium","0–5","41–45","4–5"
"295","E0295","Male",28,"Bachelors","R&D",2,6,741000,67400,4,2023-08-02,"Bangalore",1.4,"No",590100,150900,808400,6,4,44,1,8,44,"Low","6–10","41–45","4–5"
